Game Name,Minimum Completion Time,Install Size (MB),Install Size Per Hour
GunWorld 2,16.0,178.0,11.125
Gun Crazy,0.25,166.0,664.0
Gun,15.0,2130.0,142.0
Gum+,1.0,329.0,329.0
Guitar Hero: World Tour,150.0,5900.0,39.333333333333336
Guitar Hero: Van Halen,20.0,4500.0,225.0
Guitar Hero: Aerosmith,15.0,4400.0,293.3333333333333
Guitar Hero Live,80.0,28190.0,352.375
Guilty Gear 2: Overture,25.0,3870.0,154.8
Guilty Gear -Strive-,15.0,26290.0,1752.6666666666667
Guilt Battle Arena,11.0,320.0,29.09090909090909
Guazu: The Rescue,1.0,1340.0,1340.0
Guards,15.0,558.0,37.2
Guardians of Middle-earth,40.0,1020.0,25.5
Guardian Heroes,8.0,923.0,115.375
Guard Duty,1.0,1600.0,1600.0
Guacamelee! Super Turbo Championship Edition,15.0,832.0,55.46666666666667
Guacamelee! 2,15.0,2120.0,141.33333333333334
Gryphon Knight Epic: Definitive Edition,18.0,448.0,24.88888888888889
Gryphon Knight Epic,15.0,451.0,30.066666666666666
Gruta,0.5,385.0,770.0
Grow: Song of the Evertree,30.0,2580.0,86.0
Grow Up,10.0,844.0,84.4
Grounded,0.25,10200.0,40800.0
Grotto,6.0,2790.0,465.0
Grood,6.0,474.0,79.0
Grizzland,1.0,140.0,140.0
Grindstone,66.0,1480.0,22.424242424242426
Grim Legends: The Forsaken Bride (Xbox One),6.0,1550.0,258.3333333333333
Grim Legends: The Forsaken Bride,2.0,1160.0,580.0
Grim Legends 3: The Dark City,4.0,1790.0,447.5
Grim Legends 2: Song of the Dark Swan,3.0,1210.0,403.3333333333333
Grim Idle (Xbox One),0.5,605.0,1210.0
Grim Idle,0.5,605.0,1210.0
Grim Fandango Remastered,8.0,5140.0,642.5
Grim Dawn: Definitive Edition,150.0,10220.0,68.13333333333334
Griftlands,65.0,3650.0,56.15384615384615
Greyhill Incident - Abducted Edition,3.0,3860.0,1286.6666666666667
Greyhill Incident,1.0,4710.0,4710.0
Grey Skies: A War of the Worlds Story,3.0,12100.0,4033.3333333333335
Greg Hastings Paintball 2,25.0,3150.0,126.0
Green Soldiers Heroes (Windows),0.25,397.0,1588.0
Green Soldiers Heroes,0.25,702.0,2808.0
Green Hell (Xbox One),97.0,5440.0,56.08247422680412
Green Hell,81.0,6450.0,79.62962962962963
GreedFall (Windows),60.0,21100.0,351.6666666666667
GreedFall,60.0,11550.0,192.5
Greed: The Mad Scientist,1.0,2900.0,2900.0
Greed 3: Old Enemies Returning,0.5,1820.0,3640.0
Greed 2: Forbidden Experiments,1.0,2390.0,2390.0
Great God Grove,8.0,1790.0,223.75
Greak: Memories of Azur,15.0,2880.0,192.0
Graze Counter GM,4.0,1000.0,250.0
Gray Matter,15.0,4940.0,329.3333333333333
Gray Dawn,2.0,4770.0,2385.0
Gravity Thrust,5.0,678.0,135.6
Gravity Oddity,16.0,575.0,35.9375
Gravity Guy (Windows),10.0,50.0,5.0
Gravity Escape,4.0,752.0,188.0
Gravity Duck,0.25,150.0,600.0
Gravity Chase,1.0,2770.0,2770.0
Gravitators,3.0,7800.0,2600.0
Gravitar: Recharged,23.0,675.0,29.347826086956523
GraviFire,0.5,282.0,564.0
Graveyard Keeper,60.0,480.0,8.0
Graveyard Girls,0.25,507.0,2028.0
Gravel,15.0,22470.0,1498.0
Grass Cutter - Mutated Lawns,1.0,504.0,504.0
Grapple Dogs: Cosmic Canines,12.0,805.0,67.08333333333333
Grapple Dog,12.0,861.0,71.75
Grandia HD Collection,60.0,9200.0,153.33333333333334
Grand Theft Auto: Vice City – The Definitive Edition,25.0,10600.0,424.0
Grand Theft Auto: San Andreas – The Definitive Edition,50.0,21680.0,433.6
Grand Theft Auto: San Andreas,30.0,2050.0,68.33333333333333
Grand Theft Auto V (Xbox One),143.0,84170.0,588.6013986013986
Grand Theft Auto V (Xbox 360),80.0,7630.0,95.375
Grand Theft Auto V (JP) (Xbox One),57.0,83670.0,1467.8947368421052
Grand Theft Auto V,0.25,99940.0,399760.0
Grand Theft Auto IV,150.0,6510.0,43.4
Grand Theft Auto III – The Definitive Edition,30.0,5070.0,169.0
Grand Prix Story,15.0,435.0,29.0
Grand Prix Rock 'N Racing,6.0,534.0,89.0
Grace of Letoile,8.0,533.0,66.625
Grab the Bottle,8.0,2110.0,263.75
Gotham Knights,52.0,51940.0,998.8461538461538
Gotham City Impostors,40.0,1910.0,47.75
Goroons,5.0,311.0,62.2
Gorogoa,1.0,2590.0,2590.0
Gori: Cuddly Carnage,15.0,10630.0,708.6666666666666
Gord,82.0,9550.0,116.46341463414635
Goosebumps: The Game (Xbox 360),3.0,271.0,90.33333333333333
Goosebumps: The Game,3.0,515.0,171.66666666666666
Goosebumps Dead of Night,3.0,2490.0,830.0
Goons: Legends & Mayhem,24.0,6370.0,265.4166666666667
Goodbye Deponia,6.0,2250.0,375.0
Gone Home: Console Edition,1.0,3240.0,3240.0
Goliath,45.0,4940.0,109.77777777777777
Golfing in Aether,23.0,2110.0,91.73913043478261
Golf: Tee It Up!,6.0,144.0,24.0
Golf Zero,1.0,194.0,194.0
Golf With Your Friends (Windows),9.0,5510.0,612.2222222222222
Golf With Your Friends,11.0,6230.0,566.3636363636364
Golf VS Zombies,7.0,9560.0,1365.7142857142858
Golf Peaks,1.0,406.0,406.0
Golf Club Nostalgia,17.0,1620.0,95.29411764705883
Golem Gates,49.0,11470.0,234.08163265306123
GoldenEye 007,15.0,311.0,20.733333333333334
Gold Mining Simulator,595.0,7930.0,13.327731092436975
Golazo! 2,4.0,921.0,230.25
Golazo!,12.0,1220.0,101.66666666666667
Going Under,20.0,1200.0,60.0
Godsvivors (Windows),1.0,57.0,57.0
Godsvivors,2.0,370.0,185.0
Godstrike,16.0,632.0,39.5
Gods Will Fall,15.0,6560.0,437.3333333333333
Godlike Burger,94.0,2000.0,21.27659574468085
Godfall: Ultimate Edition,60.0,20000.0,333.3333333333333
God's Trigger,21.0,5150.0,245.23809523809524
God of Rock,9.0,2710.0,301.1111111111111
God of Light: Remastered,8.0,359.0,44.875
God Mode,25.0,946.0,37.84
God Damn The Garden,2.0,601.0,300.5
GoatPunks,10.0,741.0,74.1
Goat Simulator: Remastered,6.0,12870.0,2145.0
Goat Simulator: Mmore Goatz Edition (Xbox 360),6.0,323.0,53.833333333333336
Goat Simulator: Mmore Goatz Edition,6.0,1640.0,273.3333333333333
Goat Simulator 3: Xbox One Edition,15.0,6520.0,434.6666666666667
Goat Simulator 3,15.0,4520.0,301.3333333333333
Goat Simulator (Xbox 360),3.0,189.0,63.0
Goat Simulator (Windows),3.0,1810.0,603.3333333333334
Goat Simulator,4.0,1640.0,410.0
GoNNER,6.0,674.0,112.33333333333333
Go-Go! Nekketsu Hockey Club Slip-and-Slide Madness,5.0,443.0,88.6
Go! Go! PogoGirl,0.25,402.0,1608.0
Go Mecha Ball,20.0,7060.0,353.0
Go Go Jump!!!,1.0,1210.0,1210.0
Go All Out,8.0,5140.0,642.5
Gnomes Garden: New Home,8.0,497.0,62.125
Gnomes Garden: Lost King,6.0,1080.0,180.0
Gnomes Garden 8: Return of the Queen,8.0,1230.0,153.75
Gnomes Garden 7: Christmas Story,6.0,1080.0,180.0
Gnomes Garden 5: Halloween,6.0,970.0,161.66666666666666
Gnomes Garden 3: The Thief of Castles,6.0,492.0,82.0
Gnomes Garden 2,6.0,467.0,77.83333333333333
Gnomes Garden,6.0,440.0,73.33333333333333
Glyphs of Gitzan,0.5,364.0,728.0
Glorious Savior,31.0,751.0,24.225806451612904
Gloomhaven,150.0,25190.0,167.93333333333334
Gloom and Doom,5.0,1310.0,262.0
Glittering Sword,1.0,240.0,240.0
Glitchangels,17.0,378.0,22.235294117647058
Glitch's Trip,38.0,599.0,15.763157894736842
Glitch Hero,3.0,627.0,209.0
Gleylancer,0.5,285.0,570.0
Gleaner Heights,119.0,201.0,1.6890756302521008
Gleamlight,8.0,1560.0,195.0
Glass Masquerade 2: Illusions,15.0,615.0,41.0
Glass Masquerade,4.0,684.0,171.0
Glam's Incredible Run: Escape from Dukha,8.0,770.0,96.25
Glaive: Brick Breaker,8.0,532.0,66.5
Glacier Blast (Windows),2.0,73.0,36.5
Girl Fight,4.0,1740.0,435.0
Giraffe and Annika,18.0,6000.0,333.3333333333333
Ginger: Beyond The Crystal,8.0,6920.0,865.0
Ginger - The Tooth Fairy,0.5,554.0,1108.0
Gin Rummy,20.0,35.0,1.75
Gimmick! Special Edition,5.0,3120.0,624.0
Gimmick! 2,17.0,1040.0,61.1764705882353
Gimme Five (Windows),80.0,142.0,1.775
Gigapocalypse,30.0,515.0,17.166666666666668
Gigantosaurus: The Game,8.0,2020.0,252.5
Gigantosaurus: Dino Sports,3.0,2520.0,840.0
Gigantosaurus: Dino Kart,2.0,2020.0,1010.0
Gigantic: Rampage Edition,247.0,17710.0,71.70040485829959
Gigantic,150.0,9070.0,60.46666666666667
GigaBash,47.0,10080.0,214.46808510638297
Gift of Parthax,5.0,874.0,174.8
Gift,16.0,1620.0,101.25
Giana Sisters: Twisted Dreams - Director's Cut,30.0,2330.0,77.66666666666667
Giana Sisters: Twisted Dreams,20.0,1650.0,82.5
Giana Sisters: Dream Runners,1.0,2170.0,2170.0
Ghoulie's Garden,0.25,367.0,1468.0
Ghoulboy,3.0,385.0,128.33333333333334
Ghostwire: Tokyo,60.0,25850.0,430.8333333333333
Ghosts 'n Goblins Resurrection,20.0,6750.0,337.5
Ghostrunner 2,12.0,16690.0,1390.8333333333333
Ghostrunner,12.0,12000.0,1000.0
Ghostlore,50.0,1070.0,21.4
Ghostbusters: The Video Game Remastered,12.0,13740.0,1145.0
Ghostbusters: The Video Game,35.0,6180.0,176.57142857142858
Ghostbusters: Spirits Unleashed,15.0,18990.0,1266.0
Ghostbusters: Sanctum of Slime,5.0,247.0,49.4
Ghostbusters,15.0,3840.0,256.0
Ghost of a Tale (Windows),20.0,4820.0,241.0
Ghost of a Tale,15.0,4820.0,321.3333333333333
Ghost Trick: Phantom Detective,10.0,3560.0,356.0
Ghost Teen Escape from Limbo,0.25,448.0,1792.0
Ghost Sync,10.0,889.0,88.9
Ghost Sweeper,24.0,167.0,6.958333333333333
Ghost Song,15.0,2150.0,143.33333333333334
Ghost Files: The Face of Guilt,2.0,1030.0,515.0
Ghost Files: Memory of a Crime,3.0,1910.0,636.6666666666666
Ghost Blade HD,4.0,1050.0,262.5
Ghost 1.0,30.0,422.0,14.066666666666666
Get-A-Grip Chip and the Body Bugs,1.0,570.0,570.0
Get-A-Grip Chip,11.0,686.0,62.36363636363637
Get To Work,37.0,5230.0,141.35135135135135
Get Packed: Fully Loaded,15.0,2280.0,152.0
Get Over Here,0.5,1030.0,2060.0
Get Even,15.0,24400.0,1626.6666666666667
Get 10 Quest,6.0,264.0,44.0
Geon: Emotions,12.0,49.0,4.083333333333333
Geometry Wars³: Dimensions Evolved (Xbox 360),25.0,106.0,4.24
Geometry Wars³: Dimensions Evolved,40.0,261.0,6.525
Geometry Wars: Retro Evolved²,8.0,41.0,5.125
Geometry Wars: Retro Evolved,12.0,15.0,1.25
Geometry Survivor,1.0,897.0,897.0
Geometric Sniper Z,18.0,3250.0,180.55555555555554
Geometric Sniper - Blood in Paris,6.0,1670.0,278.3333333333333
Geometric Sniper,3.0,3190.0,1063.3333333333333
Geometric Feel the Beats,26.0,1730.0,66.53846153846153
Genso Chronicles,33.0,813.0,24.636363636363637
Genshin Impact,300.0,100210.0,334.03333333333336
Genetic Disaster,34.0,897.0,26.38235294117647
Genesis Noir,3.0,3700.0,1233.3333333333333
Genesis Alpha One,40.0,4900.0,122.5
Generator Rex: Agent of Providence,8.0,3690.0,461.25
Generation Zero,40.0,56380.0,1409.5
Gene Rain Wind Tower,6.0,6730.0,1121.6666666666667
Gems of War,15101.0,2950.0,0.19535130123832858
Gemini: Heroes Reborn (DE),5.0,16550.0,3310.0
Gemini: Heroes Reborn,4.0,16560.0,4140.0
Gematombe,1.0,557.0,557.0
Gem Wizards Tactics,1.0,695.0,695.0
Gem Smashers,2.0,290.0,145.0
Gelly Break Deluxe,7.0,2009.9999999999998,287.1428571428571
Gefragt Gejagt - Das Spiel,7.0,2500.0,357.14285714285717
Gearshifters,5.0,830.0,166.0
Gears of War: Ultimate Edition (Windows),242.0,52760.0,218.01652892561984
Gears of War: Ultimate Edition,150.0,44390.0,295.93333333333334
Gears of War: Judgment,50.0,7040.0,140.8
Gears of War 4,458.0,133740.0,292.0087336244541
Gears of War 3,1028.5,7320.0,7.1171609139523575
Gears of War 2 (JP),300.0,7220.0,24.066666666666666
Gears of War 2,84.0,6290.0,74.88095238095238
Gears of War,160.0,6270.0,39.1875
Gears Tactics,100.0,29560.0,295.6
Gears POP!,1000.0,246.0,0.246
Gears 5,3320.0,126870.0,38.213855421686745
Gear.Club Unlimited 2 – Ultimate Edition,25.0,16740.0,669.6
Gear Gauntlet,15.0,426.0,28.4
Gav-Gav Odyssey,0.25,193.0,772.0
Gato Roboto,6.0,556.0,92.66666666666667
Gatling Gears,10.0,1480.0,148.0
Gastro Force,1.0,374.0,374.0
Gas Station Simulator,40.0,2980.0,74.5
Gas Guzzlers Extreme,25.0,13870.0,554.8
Garten of Banban 7,4.0,1600.0,400.0
Garten of Banban 6,4.0,1110.0,277.5
Garten of Banban 4,4.0,1190.0,297.5
Garten of Banban 3,5.0,1620.0,324.0
Garten of Banban 2,5.0,1670.0,334.0
Garou: Mark of the Wolves,4.0,148.0,37.0
Garlic,0.5,545.0,1090.0
Garfield Lasagna Party,0.5,953.0,1906.0
Garfield Kart Furious Racing,8.0,2000.0,250.0
Gardener's Path,0.25,348.0,1392.0
Garden Story,15.0,409.0,27.266666666666666
Garden Simulator,12.0,4980.0,415.0
Garden Life: A Cozy Simulator,51.0,3140.0,61.568627450980394
Garden City,12.0,1060.0,88.33333333333333
Garbage Pail Kids: Mad Mike and the Quest for Stale Gum,4.0,1290.0,322.5
Gaps by POWGI,0.25,361.0,1444.0
Ganryu 2: Hakuma Kojiro,15.0,858.0,57.2
Gangsta Paradise,4.0,348.0,87.0
Gangs of Sherwood,42.0,13370.0,318.3333333333333
Gang Beasts,1.0,1990.0,1990.0
Ganbare! Super Strikers,4.0,438.0,109.5
Games Advent Calendar 2024,2.0,4730.0,2365.0
Game of Thrones: A Telltale Games Series (Xbox 360),1.0,1120.0,1120.0
Game of Thrones: A Telltale Games Series,1.0,2870.0,2870.0
Game of Thrones (EU),25.0,2460.0,98.4
Game of Thrones,25.0,2430.0,97.2
Game Type DX,8.0,291.0,36.375
Game Room,60.0,280.0,4.666666666666667
Game Party: In Motion,25.0,1600.0,64.0
Game Dev Story,10.0,439.0,43.9
Gambit Shifter (Windows),1.0,214.0,214.0
Gallic Wars: Battle Simulator,5.0,936.0,187.2
Gale of Windoria,15.0,812.0,54.13333333333333
Galaxy of Pen & Paper +1 Edition,20.0,755.0,37.75
Galaxy Squad,25.0,1370.0,54.8
Galaxy Shooter DX,6.0,568.0,94.66666666666667
Galaxy Kingdoms (Windows),0.5,249.0,498.0
Galaxy Kingdoms,1.0,559.0,559.0
Galaxy Control: Arena,150.0,225.0,1.5
Galaxy Champions TV,15.0,414.0,27.6
Galaga Legions DX,4.0,127.0,31.75
Galaga,1.0,16.0,16.0
Galacticare,40.0,26580.0,664.5
Galactic Wars EX,4.0,308.0,77.0
Galactic Reign (Windows),1.0,195.0,195.0
Galactic Loader (Xbox One),0.25,396.0,1584.0
Galactic Loader (Windows),0.25,80.0,320.0
Galactic Loader,0.25,396.0,1584.0
Galactic Civilizations III (Windows),126.0,14300.0,113.4920634920635
Galacide,10.0,757.0,75.7
Gal Guardians: Demon Purge,15.0,1110.0,74.0
Gaijin Charenji 1 : Kiss or Kill,2.0,1600.0,800.0
Gabriels Worlds The Adventure (Windows),0.25,75.0,300.0
Gabriels Worlds The Adventure,0.5,75.0,150.0
GYLT,5.0,5660.0,1132.0
GUNVOLT RECORDS: Cychronicle,1.0,2200.0,2200.0
GUNBIRD 2,2.0,190.0,95.0
GUNBIRD,2.0,189.0,94.5
GRIS,6.0,6910.0,1151.6666666666667
GRIP,50.0,3160.0,63.2
GRIME,25.0,5480.0,219.2
GRIDD: Retroenhanced,6.0,271.0,45.166666666666664
GRID Legends,60.0,38430.0,640.5
GRID Autosport,150.0,6750.0,45.0
GRID 2,20.0,5420.0,271.0
GRID (2008),60.0,6370.0,106.16666666666667
GRID,200.0,56210.0,281.05
GRAPPIN,7.0,4430.0,632.8571428571429
GORSD,29.0,1000.0,34.48275862068966
GODS Remastered,12.0,1720.0,143.33333333333334
GNOSIA,20.0,1520.0,76.0
GENIE Reprise,1.0,16720.0,16720.0
G.R.E.E.N. THE LIFE ALG0R1THM,5.0,3380.0,676.0
G.I. JOE: WRATH OF COBRA,9.0,1920.0,213.33333333333334
G.I. JOE: The Rise of Cobra (EU),15.0,6100.0,406.6666666666667
G.I. JOE: Operation Blackout,15.0,7690.0,512.6666666666666
G Prime,29.0,1260.0,43.44827586206897
FuzzBall,1.0,696.0,696.0
Future War: Reborn,30.0,704.0,23.466666666666665
Fusion: Genesis,15.0,518.0,34.53333333333333
Fusion Paradox (Xbox One),2.0,1410.0,705.0
Fusion Paradox (Windows),2.0,1410.0,705.0
Fusion Paradox,1.0,1410.0,1410.0
Fuser,40.0,12680.0,317.0
Fuse,20.0,5170.0,258.5
Fury of Dracula: Digital Edition,10.0,1590.0,159.0
Fury Unleashed,74.0,1190.0,16.08108108108108
Furwind,6.0,231.0,38.5
Furious Bikers,0.5,369.0,738.0
Furi,20.0,4150.0,207.5
Funtasia,4.0,1560.0,390.0
Funko Fusion,60.0,41480.0,691.3333333333334
Funk of Titans,6.0,1710.0,285.0
Fumiko!,4.0,865.0,216.25
FullBlast,0.25,417.0,1668.0
Full Void,1.0,367.0,367.0
Full Throttle Remastered,2.0,5250.0,2625.0
Full Quiet,0.25,524.0,2096.0
Full Mojo Rampage,35.0,420.0,12.0
Full Metal Sergeant,4.0,479.0,119.75
Full Metal Furies,20.0,592.0,29.6
Full House Poker,15.0,677.0,45.13333333333333
Fuga: Melodies of Steel 2,25.0,4200.0,168.0
Fuga: Melodies of Steel,40.0,1550.0,38.75
Fueled Up,3.0,813.0,271.0
Fruit Ninja Kinect 2,24.0,1100.0,45.833333333333336
Fruit Ninja Kinect,4.0,141.0,35.25
Fruit Ninja (Windows),2.0,86.0,43.0
Fruit Adventure (Windows),0.25,19.0,76.0
Fruit Adventure,0.25,18.0,72.0
Frozen Gauntlet (Windows),0.25,1680.0,6720.0
Frozen Gauntlet,0.25,2020.0,8080.0
Frozen Free Fall: Snowball Fight (Xbox 360),280.0,311.0,1.1107142857142858
Frozen Free Fall: Snowball Fight,60.0,532.0,8.866666666666667
Frostpunk: Console Edition,150.0,3500.0,23.333333333333332
Frostpunk 2,70.0,10940.0,156.28571428571428
Frostpunk (Windows),58.0,8960.0,154.48275862068965
Frost,40.0,666.0,16.65
Frontlines: Fuel of War,20.0,6290.0,314.5
Frontier Pilot Simulator,33.0,3460.0,104.84848484848484
From Space,55.0,3920.0,71.27272727272727
From Heaven To Earth,1.0,1060.0,1060.0
From Earth to Heaven,0.25,1080.0,4320.0
From Dust,10.0,1150.0,115.0
Frogurai,0.25,363.0,1452.0
Froggy Bouncing Adventures,0.25,373.0,1492.0
Froggie - A Retro Platformer,0.25,352.0,1408.0
Frogger: Hyper Arcade Edition,4.0,244.0,61.0
Frogger 2,12.0,79.0,6.583333333333333
Frogger,1.0,24.0,24.0
Frog Hop,22.0,411.0,18.681818181818183
Frog Detective: The Entire Mystery,2.0,1010.0,505.0
Fritz - Don't call me a chess bot,8.0,964.0,120.5
Frightence,0.25,14510.0,58040.0
Friday the 13th: The Game,150.0,9290.0,61.93333333333333
Friday the 13th: Killer Puzzle,8.0,457.0,57.125
Friday Night Bullet Arena,17.0,181.0,10.647058823529411
Freshly Frosted,2.0,541.0,270.5
Fresh Start,8.0,6620.0,827.5
FreezeME,6.0,1800.0,300.0
Freefall Racers,5.0,641.0,128.2
Freedom Planet 2,50.0,1680.0,33.6
Freedom Finger,8.0,5830.0,728.75
Freediving Hunter: Spearfishing the World,15.0,1750.0,116.66666666666667
Freddy Spaghetti 2.0,0.5,649.0,1298.0
Freddy Spaghetti,1.0,654.0,654.0
Freddy Fazbear's Pizzeria Simulator,12.0,401.0,33.416666666666664
Freakout: Calamity TV Show,4.0,1890.0,472.5
Frank and Drake,27.0,9720.0,360.0
Frane: Dragons' Odyssey,12.0,2350.0,195.83333333333334
Fran Bow,6.0,3540.0,590.0
Fragments of Him,2.0,10110.0,5055.0
Fractured Minds,0.25,1750.0,7000.0
Fracture,60.0,3900.0,65.0
FoxyRush,0.5,366.0,732.0
FoxyLand 2,1.0,119.0,119.0
FoxyLand,0.5,107.0,214.0
Foxes Need to Eat (Windows),0.25,20.0,80.0
Foxes Need to Eat,0.25,20.0,80.0
Fox n Forests,6.0,436.0,72.66666666666667
Fox Legend (Windows),0.25,938.0,3752.0
Fox Legend,0.5,871.0,1742.0
Four Sided Fantasy,6.0,818.0,136.33333333333334
Four Kings: Video Poker,1.0,231.0,231.0
Foul Play,8.0,1970.0,246.25
Fossilfuel 2,18.0,10300.0,572.2222222222222
Fossil Hunters,12.0,834.0,69.5
Forza Street,150.0,1910.0,12.733333333333333
Forza Motorsport 7,120.0,99240.0,827.0
Forza Motorsport 6: Apex (Windows),8.0,21880.0,2735.0
Forza Motorsport 6,151.0,48570.0,321.65562913907286
Forza Motorsport 5,175.0,40310.0,230.34285714285716
Forza Motorsport 3,150.0,6800.0,45.333333333333336
Forza Motorsport 2,150.0,4800.0,32.0
Forza Motorsport,120.0,143320.0,1194.3333333333333
Forza Horizon 5,96.0,143740.0,1497.2916666666667
Forza Horizon 4,101.0,79410.0,786.2376237623762
Forza Horizon 3,61.0,55080.0,902.9508196721312
Forza Horizon 2 Presents Fast & Furious (Xbox 360),3.0,2220.0,740.0
Forza Horizon 2 Presents Fast & Furious,2.0,15000.0,7500.0
Forza Horizon 2 (Xbox 360),60.0,7180.0,119.66666666666667
Forza Horizon 2,150.0,39410.0,262.73333333333335
Forza Horizon,40.0,6760.0,169.0
Fortnite,3131.0,84210.0,26.895560523794316
Fortified,50.0,3310.0,66.2
Fort Triumph,20.0,1080.0,54.0
Fort Defense,11.0,576.0,52.36363636363637
Fort Boyard,2.0,2180.0,1090.0
Forspoken (Windows),40.0,121730.0,3043.25
Forsaken Remastered,33.0,544.0,16.484848484848484
Forrader Hero,0.5,608.0,1216.0
Formula Retro Racing - World Tour,1.0,1770.0,1770.0
Formula Retro Racing,2.0,1190.0,595.0
Formula Bit Racing DX,0.25,741.0,2964.0
Forklift Extreme: Deluxe Edition,37.0,658.0,17.783783783783782
Forgotton Anne (Windows),8.0,6350.0,793.75
Forgotton Anne (JP),8.0,6860.0,857.5
Forgotton Anne,8.0,7590.0,948.75
Forgotten Hill Disillusion,1.0,576.0,576.0
Forgive Me Father,10.0,3250.0,325.0
"Forests, Fields and Fortresses",1.0,412.0,412.0
Forest Grove,1.0,2940.0,2940.0
Forest Camp Story,25.0,451.0,18.04
Foregone,15.0,819.0,54.6
Foreclosed,4.0,1020.0,255.0
Forced,25.0,3600.0,144.0
Forager,40.0,285.0,7.125
For The Warp,26.0,572.0,22.0
For The King II,129.0,6480.0,50.23255813953488
For The King (Windows),83.0,2110.0,25.42168674698795
For The King,60.0,1060.0,17.666666666666668
For Honor,95.0,96010.0,1010.6315789473684
"Football, Tactics & Glory",123.0,564.0,4.585365853658536
Football Manager 2024 Console,15.0,4540.0,302.6666666666667
Football Manager 2024 (Windows),200.0,5090.0,25.45
Football Manager 2023 Console,15.0,4880.0,325.3333333333333
Football Manager 2023 (Windows),200.0,5450.0,27.25
Football Manager 2022 Xbox Edition,200.0,4100.0,20.5
Football Manager 2022 (Windows),300.0,6000.0,20.0
Football Manager 2021 Xbox Edition,80.0,3690.0,46.125
Football Manager 2021 (Windows),150.0,5240.0,34.93333333333333
Football Manager 2020 (Windows),200.0,5500.0,27.5
Football Manager 2019 (Windows),434.0,4990.0,11.497695852534562
Football Game,0.5,296.0,592.0
Football Cup 2022,4.0,468.0,117.0
Food Truck Tycoon,6.0,247.0,41.166666666666664
Food Truck Simulator,34.0,5560.0,163.52941176470588
Food Boy,5.0,1160.0,232.0
Flynn: Son of Crimson,6.0,316.0,52.666666666666664
Flying Tigers: Shadows Over China,8.0,3540.0,442.5
Flying Soldiers,1.0,1650.0,1650.0
Flutter Bombs,12.0,3480.0,290.0
Fluffy Milo (Windows),0.5,137.0,274.0
Fluffy Milo,0.5,458.0,916.0
Fluffy Horde,0.5,1270.0,2540.0
Fluffy Cubed,1.0,407.0,407.0
Flowlines VS.,8.0,541.0,67.625
Flowing Lights,6.0,364.0,60.666666666666664
Flowers by POWGI,0.5,360.0,720.0
Flower Shop: Winter In Fairbrook,1.0,380.0,380.0
Flower Shop: Summer In Fairbrook,1.0,333.0,333.0
Floppy Knights,20.0,1530.0,76.5
Floor Plan: Hands-On Edition (Windows),1.0,667.0,667.0
Floor Kids,3.0,1510.0,503.3333333333333
Flooded,23.0,483.0,21.0
Flockers,25.0,5860.0,234.4
Flock,12.0,2840.0,236.66666666666666
Flipping Death,6.0,3210.0,535.0
FlipCat (Xbox One),0.5,505.0,1010.0
FlipCat (Windows),0.5,340.0,680.0
FlipCat,0.5,514.0,1028.0
Flintlock: The Siege of Dawn,15.0,17020.0,1134.6666666666667
Flinthook,50.0,462.0,9.24
Flint: Treasure of Oblivion,14.0,10540.0,752.8571428571429
Flightpath: Adventures in Venaris,7.0,997.0,142.42857142857142
Flewfie's Adventure,25.0,2350.0,94.0
Flatland Vol.2,2.0,490.0,245.0
FlatOut Ultimate Carnage,40.0,4400.0,110.0
FlatOut 4: Total Insanity,35.0,7060.0,201.71428571428572
Flat Kingdom Paper's Cut Edition,0.5,1290.0,2580.0
Flat Heroes,32.0,350.0,10.9375
Flaskoman (Windows),0.25,61.0,244.0
Flaskoman,0.25,58.0,232.0
Flashback 25th Anniversary,6.0,532.0,88.66666666666667
Flashback 2,6.0,8700.0,1450.0
Flashback,15.0,1970.0,131.33333333333334
Five Nights at Freddy's: Sister Location,15.0,1110.0,74.0
Five Nights at Freddy's: Security Breach,15.0,19590.0,1306.0
Five Nights at Freddy's: Into the Pit,23.0,4110.0,178.69565217391303
